,user,text,classe
150,EuclidesNetoRJ,Reclamação ao Tribunal Penal Internacional afirma que a resposta do governo brasileiro à Covid-19 é um crime contra a humanidade https://t.co/r5xrSRmbiE,Negativo
151,PolemicaParaiba,Evento do governo federal com ministros descumpre decreto contra a covid-19 https://t.co/x0DrOc8Hkd,Negativo
152,SATIarg,"El sábado 12/09 de 10 hs a 12 hs de Argentina, agenda el webinar sobre Shock en Covid-19
Zoom: https://t.co/7ZRjvimhjH
Facebook Live: https://t.co/p9rm1M7Pq1 https://t.co/qx9dINUi3r",Neutro
153,Lusa_noticias,Covid-19: Jogo entre Feirense e Chaves adiado após resultados positivos em flavienses - https://t.co/IELfvXqbOh https://t.co/nyxYjXPN1W,Negativo
154,BarbacenaOn,"Com quase 80 casos de Covid-19 em setembro, Barbacena permanece na Onda Amarela - https://t.co/GvsAUpoPDh https://t.co/Wtu4EEbnkh",Negativo
155,HojePernambuco,Pernambuco completa seis meses de enfrentamento à Covid-19 e números continuam em queda https://t.co/Lq9wBB3yW8,Positivo
156,AconteceJG,Pernambuco completa seis meses de enfrentamento à Covid-19 e números continuam em queda https://t.co/dxVMb7yEpt,Positivo
157,HojePernambuco,SADGP promove cronograma de reuniões com Secretarias e órgãos da PCR para tratar de protocolo para covid-19 https://t.co/ggiBI9EEKi,Neutro
158,AconteceJG,SADGP promove cronograma de reuniões com Secretarias e órgãos da PCR para tratar de protocolo para covid-19 https://t.co/rhFFmc2eyJ,Neutro
159,AmandaGartri,"Tá explicado a minha trágica situação atual.

""Recuperados de Covid-19 sentem sequelas no olfato, paladar e até raciocínio por meses""  https://t.co/9SNvluxFSP",Negativo
160,anobrega85,"Ora, compreenderão que a pessoa que tem uma hipertensão (são imensos dos nossos adultos e portanto dos nossos professores) está perfeitamente capaz de trabalhar. Pode ter medo de apanhar COVID-19 e lembrar-se do governo ter colocado a hipertensão na lista das doenças de risco.",Negativo
161,anobrega85,"Fica das notícias ideia de que os professores com doenças que determinam risco na COVID-19 ""têm"" que passar para a baixa. Não. Baixa não é substituto de subsídios de risco ou indicação para teletrabalho. É declaração em que médico assegura que pessoa não está CAPAZ de trabalhar.",Negativo
162,taquietocrlh,"Enquanto não tivermos uma sociedade que se saiba comportar, que saiba olhar em seu redor, perceber o que se passar e saber que isto é um perigo nada vai avançar só estamos a atrasar o pouco que se construiu contra o covid-19, em vez de irem de férias fiquem em casa",Negativo
163,camaradeputados,"Vacinação compulsória poderá ser retirada da lista de medidas de enfrentamento ao #coronavírus, de acordo com proposta em análise na Câmara. https://t.co/FgJoTc8NOs",Neutro
164,CienciaLives,"TESTES EM HUMANOS: RT-PCR ou Sorologia? Quais aspectos devemos observar na escolha do método de testagem?
Inscr.
Comparação de diferentes métodos de testagem para controle de COVID-19 em relação à sensibilidade, capacidade de detecção de vírus ou anticorpos e possibilidade d…",Neutro
165,CienciaLives,"Vacinas e COVID-19: qual, quando, como, em quem? Medicina, mercado, política e sociedade
Zoom: ANM
Rubens Belfort Jr (ANM) e Luiz Davidovich (ABC) - abertura
Ricardo Gazinelli (ANM)
Jorge Kalil (ANM) September 17, 2020 at 02:00PM https://t.co/3VOa9OhuQi #twitciencia",Neutro
166,flamwnic,"ele mora c a mulher dele, que testou positivo p covid-19, mas achou que não ia pegar? ata https://t.co/ZX9vC2xxdJ",Negativo
167,CntTubarao,"95% das pessoas testaram negativo para covid-19 nesta semana, em Tubarão https://t.co/fdntsOyHFq via @CTtubarao",Positivo
168,apple_juice53,"Tiffany disse que queria falar sobre como é difícil ser um ídolo feminino na Coreia do Sul. Antes mesmo de saber sobre nosso projeto, ela queria falar sobre isso. Ela ficou presa nos Estados Unidos por um tempo devido ao COVID-19, mas mantivemos contato e esperamos até que ela +",Neutro
169,Mauri3004,@UOL Psicopatologia em estado bruto.Sera q 130 mil pessoas mortas pela Covid 19 é pouco pra esse pulha?,Negativo
170,amaral_wil,"@radiobandnewsfm Covid_19 ,ás vezes ,salva.",Neutro
171,fonte_certa,Governo do Estado publica novas medidas restritivas para evitar a propagação da Covid-19 https://t.co/VaLCOxyR2f,Neutro
172,pedrosouzaleao1,"NÁUTICO - RESULTADO DA TESTAGEM.
De olho no Botafogo/SP, Náutico divulga resultados de exames do elenco para Covid-19.
https://t.co/vc6x6eDFnx https://t.co/onUhjlz8PL",Neutro
173,Ssegato,Cristãos isolados por causa da pandemia precisam de ajuda https://t.co/iCGG5j8p5e,Negativo
174,noorhxn,COVID-19 KKKKKKKKKKK os cara mano https://t.co/roHQHcjvDl,Neutro
175,mvitorodrigues,"Em 22/03, @jairbolsonaro previu que a Covid-19 causaria menos mortes do que a H1N1 no ano passado: 796 óbitos.

Hoje o país chora a morte de 130.000 de seus filhos, mas o presidente tem coragem de cantar vitória sobre a pandemia que ele tanto ridicularizou.

É um escárnio.",Negativo
176,campinaspref,"📣 BOLETIM DO NOVO CORONAVÍRUS

Atualização desta sexta-feira, 11 de setembro.

Saiba mais em ➡ https://t.co/nJe4FBjS9d

#JuntosVamosSuperarEssaPandemia
#CampinasContraOCoronavirus
#FiqueEmCasa https://t.co/okeouaTtUD",Neutro
177,crffany,"fluminense estende faixa dizendo que respeita vidas, mas bota um jogador com covid-19 para jogar contra o flamengo...realmente respeita vidas 👍🏻",Neutro
178,portalcatve,Covid-19: Boletim registra 2.303 novos diagnósticos positivos e 70 óbitos no PR https://t.co/9EhAGjT70q,Negativo
179,barbarafinesso,"@Edu09679781 Percebeu que a maioria que tiveram Covid 19 severa, não conectam mais muito bem o cérebro?
Quem sabe os cientistas descobrirem que afeta os neurônios.....",Negativo
180,revistaSABADO,Social - Espanha: Princesa Leonor em quarentena após colega testar positivo à Covid-19 https://t.co/vSYviuI3cV,Negativo
181,redeocpnews,"Com a diminuição gradativa de casos da Covid-19 nas últimas semanas, município amplia liberações: https://t.co/8J8wlValmi",Positivo
182,JovemPanEsporte,"Fred, do Fluminense, testa positivo para Covid-19.

#Fluminense #Brasileirao2020 

https://t.co/kqEyjxeIlU https://t.co/Djj0NzRQ4A",Negativo
183,oflumealucina,"@Fatburg1 @ital0_a @AndrewsCostaRJ @1CARDOSO @UrubuTT_ A situação é bem diferente mesmo, o Fred entrou sem Covid 19 em campo. Seu time entrou contra 4 infectados do Atlético Goianiense, o protocolo do Flamengo é tão bom, que está no topo dos times que mais teve infecção. ABS
https://t.co/Bw5nhnD6hr",Negativo
184,DiasporaEngager,"Cidade da Matola ultrapassa quatro centenas de infectados, novos surtos da covid-19 na Província do Niassa –... https://t.co/byn5zMRdCj",Negativo
185,DiasporaNews123,"Cidade da Matola ultrapassa quatro centenas de infectados, novos surtos da covid-19 na Província do Niassa –... https://t.co/xyDsnTyW83",Negativo
186,GovernoMA,"O Hospital Regional de Timbiras realizou 40 cirurgias pediátricas, retomando os procedimentos eletivos após início da pandemia da Covid-19. Cirurgias de fimose, adenóide, vesícula, amígdalas e hérnia foram executadas. https://t.co/ACrgrK3hcA # GovernoDeTodosNós # UseMáscara https://t.co/oeNW70FSVv",Neutro
187,MuDIUFPel,"Estamos preparando a exposição “Cartas que levam abraços”, atividade que faz parte das comemorações da 14ª Primavera dos Museus. Venha com a gente vivenciar a emoção da escrita de cartas, onde o tema central são as vivências no período de pandemia do Covid-19.
#IBRAM https://t.co/8zZGfdnr6H",Neutro
188,TheBoBoBot,Óbvio que não foi positivo para COVID-19 de Jair Bolsonaro!,Neutro
189,portaldeolimpia,"Casos de Covid-19 se estabilizam, sem nenhum óbito. Internados, 16 https://t.co/xCOjBIjndm via @leonardoconcon",Positivo
190,jornalohoje,"Até o momento, a taxa de letalidade da doença é de 2,31% em Goiás. Leia mais:

https://t.co/8b4vOdU4Bk",Negativo
191,iG,"Patriarca Filaret é líder ortodoxo na Ucrânia, país que contabiliza milhares de mortes pelo novo coronavírus.

E agora, José? 😂

#iG
https://t.co/NuKZnSvzRD",Negativo
192,blogdorigon,Covid-19 em Maringá: mais 76 casos e quatro óbitos https://t.co/ArifdKaeGq,Negativo
193,LuizCarvalho21,"O Ministério da Saúde deveria fazer um relatório diário de mortes ocorridas por outras doenças que não sejam só da Covid-19.
Para isso basta fazer uma planilha relacionando o nome de todas as doenças e deixar na recepção dos hospitais.
É só marcar com um X a causa da morte.",Negativo
194,portalbemparana,"Paraná registra mais 2.303 novos casos e 70 mortes por Covid-19
https://t.co/pcSwuvS5eG https://t.co/17nQYEuENR",Negativo
195,ZazaS_,Covid-19: Governo Federal conclui repasse de R$ 60 milhões aos estados e municípios https://t.co/ghKyN28RJo #Coronavírus https://t.co/HyrUCTQW0Q,Neutro
196,alves_halex,"@folha O Brasil já registra 82,3% de casos de pessoas recuperadas da Covid-19 no país, com mais de 3,4 milhões de vidas salvas. Número 1 em recuperados. 🙏🏼👏👏",Positivo
197,carlosfiga,"Aí eu recebo, de uma prima querida de Portugal, esse texto:

Humor Pandémico

""🤣🤣🤣🤣🤣
A GRANDE INTELIGÊNCIA DO COVID 19 🙌🏽

Covid 19 é o vírus mais misterioso que já existiu.",Positivo
198,gguisimoess,"Enquanto não perceber-mos que o COVID-19 propaga-se nas vias respiratórias e apanhamos com mais frequência na altura do inverno , vamos continuar a aumentar casos e a piorar a saúde dos portugueses ,acordem 🤦🏻‍♂️.",Negativo
199,equipejd,"@DavidAkaio @jdoriajr Não é o momento, estamos dedicados em salvar vidas. Não foram poupados investimentos para a criação de leitos, hospitais de campanha e em profissionais qualificados para o combate à COVID-19. Graças ao isolamento social e as medidas adotadas pela nossa gestão, foram salvas vidas",Positivo
200,so__observo,Será que daqui a alguns anos os brasileiros irão se perguntar onde estavam no 11 de setembro de 2020 quando o país bateu a marca de 130 mil mortos por covid-19 como fazem com as torres gêmeas?,Negativo
201,HGPFILHO,"@joaumdoistres Tivemos os sequelados da polio
Temos os sequelados da TB.
E teremos agora os Sequelados da Covid-19.",Negativo
202,radiobandnewsfm,"O secretário estadual de Educação, Pedro Fernandes, está entre os presos, mas vai cumprir prisão domiciliar por ter testado positivo para covid-19.",Negativo
203,grau_lindinha,os brasileiros esperando a vacina do covid-19 chegar logo no Brasil. https://t.co/2pF9QkC5nD,Neutro
204,omunicipiobru,Covid-19: Guabiruba confirma 11 casos positivos; confira dados do boletim: https://t.co/pVRK5dl61G https://t.co/Y3Wq1eaCJE,Negativo
205,camicazi,"Agradecendo toda força e oração que vocês fizeram o exame do COVID-19 deu 88% não reagente para meu avô (só ele testou pq já tem 11 dias de sintomas, minha vó ainda não) 🙏🏽♥️",Positivo
206,leiamoneytimes,Covid-19: todas as regiões de São Paulo estão na fase amarela https://t.co/gIpfHxIcKm  #Cidades #Coronavírus #JoãoDoria #SãoPaulo #Saúde,Neutro
207,SandraDuenas11,"Alguém poderia me explicar uma coisinha? Se uma pessoa já teve covid-19, porque tem que continuar a usar máscara, o vírus já não está alojado dentro dela. Qual a lógica? Aliás nem sei para que máscara 🤔🤔🤔🤔🤔",Neutro
208,governoparana,"#BoletimCoronavírus 🦠
Nesta sexta-feira (11), a Secretaria de Estado da Saúde confirma 2.303 novos casos e 70 óbitos.

➡ Boletim completo: https://t.co/Vuq5je1zAd
➡ Mais informações na matéria: https://t.co/Zon47CupeQ https://t.co/1Q3Uxq4N2J",Neutro
209,SICNoticias,Surto de covid-19 em Sernancelhe. Subiu para 75 o número de infetados https://t.co/pe90A9enpG,Negativo
210,curitibagazeta,Números disparam e Paraná tem 70 mortes e 2.303 novos casos de Covid-19 https://t.co/Ls2infaF0Z,Negativo
211,velotimo,"@GeraldoSPavor @JoseAdelinoAlm2 Penso que só daqui a alguns meses é que poderemos realmente avaliar as consequências das diferentes abordagens dos países à Covid-19. Pelo menos até agora, os países que não tomaram medidas mais drásticas, têm um número maior de mortos. Aguardemos. E para a raiva recomendo valium",Negativo
212,Mathletics1984,"Às 11:46 o GD Chaves comunicava oficialmente 4 casos positivos de Covid-19

8 horas depois, e 5 minutos antes do jogo começar, a DGS resolveu informar o árbitro da partida sobre as medidas de contingência

Os jogadores estão no relvado, e o jogo temporariamente suspenso https://t.co/zktCaw7nVj",Neutro
213,Coletivoto,Deputados avaliam testes para vacina de Covid-19 e se preocupam com queda da imunização básica https://t.co/Z7FDqOyY5V https://t.co/nvuVJZ0B4b,Negativo
214,tvi24ultimas,Covid-19: britânicos alteram planos e deixam Portugal mais cedo para evitarem quarentena https://t.co/uveJbtJTgn,Neutro
215,tvi24pt,Covid-19: britânicos alteram planos e deixam Portugal mais cedo para evitarem quarentena https://t.co/E6unQ9xm5U,Neutro
216,o_parana,O Paraná soma agora 149.072 casos e 3.741 mortos em decorrência da doença https://t.co/OuXvMTmQnk,Negativo
217,Gustavo83233361,@KaizerGabriel @RickSouza Dia que o Covid-19 foi declarado como uma pandemia,Neutro
218,delei101,@brndsz05 @mlsermaria Vai aparecer com sintoma de covid-19..Ele não pode ser convocado a depor ou a debate que adoece.🤣🤣🤣,Neutro
219,BTeresopolis,Reclamação ao Tribunal Penal Internacional afirma que a resposta do governo brasileiro à Covid-19 é um crime contra a humanidade https://t.co/sajtJmj6ed,Negativo
220,AnnaBeatriceBR,"1- O perfil da ONU no twitter afirmou que a pandemia da Covid-19 deixou em evidência “milênios de dominação do patriarcado” e que este mundo comandado por homens há tantos séculos ""prejudica a todos: mulheres, homens, meninas e meninos”.",Negativo
221,sisicardosob,"Bolsonaro afirmou hoje que o Brasil está ""praticamente vencendo a pandemia"" e que o país foi um dos menos afetados pela Covid-19 https://t.co/IvzjPBf23l",Positivo
222,bnjustica,Covid-19: Conselho da OAB-BA decide pela retomada do Judiciário https://t.co/Tla4a1vtxI https://t.co/DtN5kE2c1X,Neutro
223,JosTorresDePau3,"""BRASIL, 130.000 MORTOS PELA COVID 19 MAS ESTAMOS PRATICAMENTE VENCENDO A PANDEMIA"".
Só falta explicar o ""PRATICAMENTE"".",Negativo
224,ODiarioCarioca,Covid-19: todas as regiões de São Paulo estão na fase amarela https://t.co/F2oxmIvFvP #brasil #governofederal,Neutro
225,marchezan_,"Porto Alegre fez mais de 112 mil testes da Covid-19, abrimos 248 leitos de UTI e 143 de média e baixa complexidade que ficarão de legado pra cidade quando a pandemia passar. https://t.co/1ZDZ8tOV6M",Neutro
226,jornalopcao,Paulinho Graus testa positivo para Covid-19 https://t.co/ypyQoZ3slP,Negativo
227,ojogo,Feirense-Chaves atrasado após casos de covid-19 https://t.co/IssPFkRx5J,Neutro
228,AdeliaMrciaDeA1,@BolsonaroSP gostaria que esta mensagem chegasse até alguém que resolvesse essa situação os planos de saúde estão fazendo corpo mole  eles não querem fazer o exame de covid 19,Negativo
229,maisfutebol,"II Liga: Feirense-Chaves com início atrasado
https://t.co/yq4BvtQiTZ https://t.co/xc4jf3iQnT",Neutro
230,chryschrystello,Covid-19: funcionários públicos podem ter de mudar de horário ou trabalhar noutros locais | TVI24 https://t.co/N1gWQmVyPB,Neutro
231,bichanarua,"""VOCÊ É UM EGOÍSTA DO CARALHO!""

Aí gente. A vida é um eterno ciclo mesmo.

#COVID19 #Covid_19 #COVIDー19 #COVID #COVID__19",Negativo
232,analuisaffc,"@akaralh_o @gustavin_bnd ah é?? então por que a comissão técnica e os jogadores do flamengo não foram afastados quando o Diogo Alves e o César testaram positivo para covid-19 logo após o jogo do Santos??? enfim, se eu fosse você pesquisaria antes de sair passando vergonha",Negativo
233,tati_tomate,"No dia em que o Brasil deve chegar à marca de 130 mil mortos pela covid-19, o presidente Jair Bolsonaro afirmou que o país está ""praticamente vencendo"" a pandemia e será um dos menos afetados do mundo pelas suas consequências econômicas.
https://t.co/KINxK8y4L9",Negativo
234,aredeinfo,"Boletim da Saúde traz 3,8 mil contaminados, 70 mortes e 2,2 mil recuperados https://t.co/YKjt1l1EIq https://t.co/XQLvjMUngg",Negativo
235,xAlleycatBlues,"O ano é 2016

Covid-19 não existe;
Bolsonaro não é presidente;
As 2 últimas temporadas de Game of Thrones não existem.

Eu era feliz e não sabia!",Negativo
236,CrisRezRodri,"#PLJanones600  pelos brasileiros que estão passando fome por causa da alta dos preços, #PLJanones600 pelos brasileiros que não podem sair de suas casas para procurar emprego devido a Covid-19, #PLJanones600 por todos que não tem outra fonte de renda nos dias atuais.
#PLJanones600",Negativo
237,JanioApoDiario,"Covid-19: 242 pacientes estão internados em leitos críticos e clínicos

Por região: Seridó - 60%, Oeste - 43%, Metropolitana de Natal - 42%, Alto Oeste - 30%, Potengi-Trairi - 18%, Mato Grande e Agreste 0% - todos os leitos Covid disponíveis.

https://t.co/M4XoplapFB https://t.co/kpDumvelki",Neutro
238,ChristianoMoura,"Secretaria de Saúde implanta Unidade de Referência ao Covid-19 na Zona Norte de Cajazeiras

ᴄʟɪǫᴜᴇ, ʟᴇɪᴀ ᴇ ᴄᴏᴍᴘᴀʀᴛɪʟʜᴇ. 🦠 https://t.co/gDpiNvuOsx",Neutro
239,Fernand00017937,@zaniniffc @tulioguedes7 @mneves_ @FABIANO_ARTILES @OGlobo_Esportes É fato que sair de casa infectado por Covid-19 é crime passível de responsabilização penal ou não?!🤔,Negativo
